year,month,day,statefips,spend_acf,spend_aer,spend_all,spend_apg,spend_grf,spend_hcs,spend_tws,spend_all_inchigh,spend_all_inclow,spend_all_incmiddle,date
2020,1,6,1,,,,,,,,,,,2020-01-06
2020,1,6,2,,,,,,,,,,,2020-01-06
2020,1,6,4,,,,,,,,,,,2020-01-06
2020,1,6,5,,,,,,,,,,,2020-01-06
2020,1,6,6,,,,,,,,,,,2020-01-06
2020,1,6,8,,,,,,,,,,,2020-01-06
2020,1,6,9,,,,,,,,,,,2020-01-06
2020,1,6,10,,,,,,,,,,,2020-01-06
2020,1,6,11,,,,,,,,,,,2020-01-06
2020,1,6,12,,,,,,,,,,,2020-01-06
2020,1,6,13,,,,,,,,,,,2020-01-06
2020,1,6,15,,,,,,,,,,,2020-01-06
2020,1,6,16,,,,,,,,,,,2020-01-06
2020,1,6,17,,,,,,,,,,,2020-01-06
2020,1,6,18,,,,,,,,,,,2020-01-06
2020,1,6,19,,,,,,,,,,,2020-01-06
2020,1,6,20,,,,,,,,,,,2020-01-06
2020,1,6,21,,,,,,,,,,,2020-01-06
2020,1,6,22,,,,,,,,,,,2020-01-06
2020,1,6,23,,,,,,,,,,,2020-01-06
2020,1,6,24,,,,,,,,,,,2020-01-06
2020,1,6,25,,,,,,,,,,,2020-01-06
2020,1,6,26,,,,,,,,,,,2020-01-06
2020,1,6,27,,,,,,,,,,,2020-01-06
2020,1,6,28,,,,,,,,,,,2020-01-06
2020,1,6,29,,,,,,,,,,,2020-01-06
2020,1,6,30,,,,,,,,,,,2020-01-06
2020,1,6,31,,,,,,,,,,,2020-01-06
2020,1,6,32,,,,,,,,,,,2020-01-06
2020,1,6,33,,,,,,,,,,,2020-01-06
2020,1,6,34,,,,,,,,,,,2020-01-06
2020,1,6,35,,,,,,,,,,,2020-01-06
2020,1,6,36,,,,,,,,,,,2020-01-06
2020,1,6,37,,,,,,,,,,,2020-01-06
2020,1,6,38,,,,,,,,,,,2020-01-06
2020,1,6,39,,,,,,,,,,,2020-01-06
2020,1,6,40,,,,,,,,,,,2020-01-06
2020,1,6,41,,,,,,,,,,,2020-01-06
2020,1,6,42,,,,,,,,,,,2020-01-06
2020,1,6,44,,,,,,,,,,,2020-01-06
2020,1,6,45,,,,,,,,,,,2020-01-06
2020,1,6,46,,,,,,,,,,,2020-01-06
2020,1,6,47,,,,,,,,,,,2020-01-06
2020,1,6,48,,,,,,,,,,,2020-01-06
2020,1,6,49,,,,,,,,,,,2020-01-06
2020,1,6,50,,,,,,,,,,,2020-01-06
2020,1,6,51,,,,,,,,,,,2020-01-06
2020,1,6,53,,,,,,,,,,,2020-01-06
2020,1,6,54,,,,,,,,,,,2020-01-06
2020,1,6,55,,,,,,,,,,,2020-01-06
2020,1,6,56,,,,,,,,,,,2020-01-06
2020,1,7,1,,,,,,,,,,,2020-01-07
2020,1,7,2,,,,,,,,,,,2020-01-07
2020,1,7,4,,,,,,,,,,,2020-01-07
2020,1,7,5,,,,,,,,,,,2020-01-07
2020,1,7,6,,,,,,,,,,,2020-01-07
2020,1,7,8,,,,,,,,,,,2020-01-07
2020,1,7,9,,,,,,,,,,,2020-01-07
2020,1,7,10,,,,,,,,,,,2020-01-07
2020,1,7,11,,,,,,,,,,,2020-01-07
2020,1,7,12,,,,,,,,,,,2020-01-07
2020,1,7,13,,,,,,,,,,,2020-01-07
2020,1,7,15,,,,,,,,,,,2020-01-07
2020,1,7,16,,,,,,,,,,,2020-01-07
2020,1,7,17,,,,,,,,,,,2020-01-07
2020,1,7,18,,,,,,,,,,,2020-01-07
2020,1,7,19,,,,,,,,,,,2020-01-07
2020,1,7,20,,,,,,,,,,,2020-01-07
2020,1,7,21,,,,,,,,,,,2020-01-07
2020,1,7,22,,,,,,,,,,,2020-01-07
2020,1,7,23,,,,,,,,,,,2020-01-07
2020,1,7,24,,,,,,,,,,,2020-01-07
2020,1,7,25,,,,,,,,,,,2020-01-07
2020,1,7,26,,,,,,,,,,,2020-01-07
2020,1,7,27,,,,,,,,,,,2020-01-07
2020,1,7,28,,,,,,,,,,,2020-01-07
2020,1,7,29,,,,,,,,,,,2020-01-07
2020,1,7,30,,,,,,,,,,,2020-01-07
2020,1,7,31,,,,,,,,,,,2020-01-07
2020,1,7,32,,,,,,,,,,,2020-01-07
2020,1,7,33,,,,,,,,,,,2020-01-07
2020,1,7,34,,,,,,,,,,,2020-01-07
2020,1,7,35,,,,,,,,,,,2020-01-07
2020,1,7,36,,,,,,,,,,,2020-01-07
2020,1,7,37,,,,,,,,,,,2020-01-07
2020,1,7,38,,,,,,,,,,,2020-01-07
2020,1,7,39,,,,,,,,,,,2020-01-07
2020,1,7,40,,,,,,,,,,,2020-01-07
2020,1,7,41,,,,,,,,,,,2020-01-07
2020,1,7,42,,,,,,,,,,,2020-01-07
2020,1,7,44,,,,,,,,,,,2020-01-07
2020,1,7,45,,,,,,,,,,,2020-01-07
2020,1,7,46,,,,,,,,,,,2020-01-07
2020,1,7,47,,,,,,,,,,,2020-01-07
2020,1,7,48,,,,,,,,,,,2020-01-07
2020,1,7,49,,,,,,,,,,,2020-01-07
2020,1,7,50,,,,,,,,,,,2020-01-07
2020,1,7,51,,,,,,,,,,,2020-01-07
2020,1,7,53,,,,,,,,,,,2020-01-07
2020,1,7,54,,,,,,,,,,,2020-01-07
2020,1,7,55,,,,,,,,,,,2020-01-07
2020,1,7,56,,,,,,,,,,,2020-01-07
2020,1,8,1,,,,,,,,,,,2020-01-08
2020,1,8,2,,,,,,,,,,,2020-01-08
2020,1,8,4,,,,,,,,,,,2020-01-08
2020,1,8,5,,,,,,,,,,,2020-01-08
2020,1,8,6,,,,,,,,,,,2020-01-08
2020,1,8,8,,,,,,,,,,,2020-01-08
2020,1,8,9,,,,,,,,,,,2020-01-08
2020,1,8,10,,,,,,,,,,,2020-01-08
2020,1,8,11,,,,,,,,,,,2020-01-08
2020,1,8,12,,,,,,,,,,,2020-01-08
2020,1,8,13,,,,,,,,,,,2020-01-08
2020,1,8,15,,,,,,,,,,,2020-01-08
2020,1,8,16,,,,,,,,,,,2020-01-08
2020,1,8,17,,,,,,,,,,,2020-01-08
2020,1,8,18,,,,,,,,,,,2020-01-08
2020,1,8,19,,,,,,,,,,,2020-01-08
2020,1,8,20,,,,,,,,,,,2020-01-08
2020,1,8,21,,,,,,,,,,,2020-01-08
2020,1,8,22,,,,,,,,,,,2020-01-08
2020,1,8,23,,,,,,,,,,,2020-01-08
2020,1,8,24,,,,,,,,,,,2020-01-08
2020,1,8,25,,,,,,,,,,,2020-01-08
2020,1,8,26,,,,,,,,,,,2020-01-08
2020,1,8,27,,,,,,,,,,,2020-01-08
2020,1,8,28,,,,,,,,,,,2020-01-08
2020,1,8,29,,,,,,,,,,,2020-01-08
2020,1,8,30,,,,,,,,,,,2020-01-08
2020,1,8,31,,,,,,,,,,,2020-01-08
2020,1,8,32,,,,,,,,,,,2020-01-08
2020,1,8,33,,,,,,,,,,,2020-01-08
2020,1,8,34,,,,,,,,,,,2020-01-08
2020,1,8,35,,,,,,,,,,,2020-01-08
2020,1,8,36,,,,,,,,,,,2020-01-08
2020,1,8,37,,,,,,,,,,,2020-01-08
2020,1,8,38,,,,,,,,,,,2020-01-08
2020,1,8,39,,,,,,,,,,,2020-01-08
2020,1,8,40,,,,,,,,,,,2020-01-08
2020,1,8,41,,,,,,,,,,,2020-01-08
2020,1,8,42,,,,,,,,,,,2020-01-08
2020,1,8,44,,,,,,,,,,,2020-01-08
2020,1,8,45,,,,,,,,,,,2020-01-08
2020,1,8,46,,,,,,,,,,,2020-01-08
2020,1,8,47,,,,,,,,,,,2020-01-08
2020,1,8,48,,,,,,,,,,,2020-01-08
2020,1,8,49,,,,,,,,,,,2020-01-08
2020,1,8,50,,,,,,,,,,,2020-01-08
2020,1,8,51,,,,,,,,,,,2020-01-08
2020,1,8,53,,,,,,,,,,,2020-01-08
2020,1,8,54,,,,,,,,,,,2020-01-08
2020,1,8,55,,,,,,,,,,,2020-01-08
2020,1,8,56,,,,,,,,,,,2020-01-08
2020,1,9,1,,,,,,,,,,,2020-01-09
2020,1,9,2,,,,,,,,,,,2020-01-09
2020,1,9,4,,,,,,,,,,,2020-01-09
2020,1,9,5,,,,,,,,,,,2020-01-09
2020,1,9,6,,,,,,,,,,,2020-01-09
2020,1,9,8,,,,,,,,,,,2020-01-09
2020,1,9,9,,,,,,,,,,,2020-01-09
2020,1,9,10,,,,,,,,,,,2020-01-09
2020,1,9,11,,,,,,,,,,,2020-01-09
2020,1,9,12,,,,,,,,,,,2020-01-09
2020,1,9,13,,,,,,,,,,,2020-01-09
2020,1,9,15,,,,,,,,,,,2020-01-09
2020,1,9,16,,,,,,,,,,,2020-01-09
2020,1,9,17,,,,,,,,,,,2020-01-09
2020,1,9,18,,,,,,,,,,,2020-01-09
2020,1,9,19,,,,,,,,,,,2020-01-09
2020,1,9,20,,,,,,,,,,,2020-01-09
2020,1,9,21,,,,,,,,,,,2020-01-09
2020,1,9,22,,,,,,,,,,,2020-01-09
2020,1,9,23,,,,,,,,,,,2020-01-09
2020,1,9,24,,,,,,,,,,,2020-01-09
2020,1,9,25,,,,,,,,,,,2020-01-09
2020,1,9,26,,,,,,,,,,,2020-01-09
2020,1,9,27,,,,,,,,,,,2020-01-09
2020,1,9,28,,,,,,,,,,,2020-01-09
2020,1,9,29,,,,,,,,,,,2020-01-09
2020,1,9,30,,,,,,,,,,,2020-01-09
2020,1,9,31,,,,,,,,,,,2020-01-09
2020,1,9,32,,,,,,,,,,,2020-01-09
2020,1,9,33,,,,,,,,,,,2020-01-09
2020,1,9,34,,,,,,,,,,,2020-01-09
2020,1,9,35,,,,,,,,,,,2020-01-09
2020,1,9,36,,,,,,,,,,,2020-01-09
2020,1,9,37,,,,,,,,,,,2020-01-09
2020,1,9,38,,,,,,,,,,,2020-01-09
2020,1,9,39,,,,,,,,,,,2020-01-09
2020,1,9,40,,,,,,,,,,,2020-01-09
2020,1,9,41,,,,,,,,,,,2020-01-09
2020,1,9,42,,,,,,,,,,,2020-01-09
2020,1,9,44,,,,,,,,,,,2020-01-09
2020,1,9,45,,,,,,,,,,,2020-01-09
2020,1,9,46,,,,,,,,,,,2020-01-09
2020,1,9,47,,,,,,,,,,,2020-01-09
2020,1,9,48,,,,,,,,,,,2020-01-09
2020,1,9,49,,,,,,,,,,,2020-01-09
2020,1,9,50,,,,,,,,,,,2020-01-09
2020,1,9,51,,,,,,,,,,,2020-01-09
2020,1,9,53,,,,,,,,,,,2020-01-09
2020,1,9,54,,,,,,,,,,,2020-01-09
2020,1,9,55,,,,,,,,,,,2020-01-09
2020,1,9,56,,,,,,,,,,,2020-01-09
2020,1,10,1,,,,,,,,,,,2020-01-10
2020,1,10,2,,,,,,,,,,,2020-01-10
2020,1,10,4,,,,,,,,,,,2020-01-10
2020,1,10,5,,,,,,,,,,,2020-01-10
2020,1,10,6,,,,,,,,,,,2020-01-10
2020,1,10,8,,,,,,,,,,,2020-01-10
2020,1,10,9,,,,,,,,,,,2020-01-10
2020,1,10,10,,,,,,,,,,,2020-01-10
2020,1,10,11,,,,,,,,,,,2020-01-10
2020,1,10,12,,,,,,,,,,,2020-01-10
2020,1,10,13,,,,,,,,,,,2020-01-10
2020,1,10,15,,,,,,,,,,,2020-01-10
2020,1,10,16,,,,,,,,,,,2020-01-10
2020,1,10,17,,,,,,,,,,,2020-01-10
2020,1,10,18,,,,,,,,,,,2020-01-10
2020,1,10,19,,,,,,,,,,,2020-01-10
2020,1,10,20,,,,,,,,,,,2020-01-10
2020,1,10,21,,,,,,,,,,,2020-01-10
2020,1,10,22,,,,,,,,,,,2020-01-10
2020,1,10,23,,,,,,,,,,,2020-01-10
2020,1,10,24,,,,,,,,,,,2020-01-10
2020,1,10,25,,,,,,,,,,,2020-01-10
2020,1,10,26,,,,,,,,,,,2020-01-10
2020,1,10,27,,,,,,,,,,,2020-01-10
2020,1,10,28,,,,,,,,,,,2020-01-10
2020,1,10,29,,,,,,,,,,,2020-01-10
2020,1,10,30,,,,,,,,,,,2020-01-10
2020,1,10,31,,,,,,,,,,,2020-01-10
2020,1,10,32,,,,,,,,,,,2020-01-10
2020,1,10,33,,,,,,,,,,,2020-01-10
2020,1,10,34,,,,,,,,,,,2020-01-10
2020,1,10,35,,,,,,,,,,,2020-01-10
2020,1,10,36,,,,,,,,,,,2020-01-10
2020,1,10,37,,,,,,,,,,,2020-01-10
2020,1,10,38,,,,,,,,,,,2020-01-10
2020,1,10,39,,,,,,,,,,,2020-01-10
2020,1,10,40,,,,,,,,,,,2020-01-10
2020,1,10,41,,,,,,,,,,,2020-01-10
2020,1,10,42,,,,,,,,,,,2020-01-10
2020,1,10,44,,,,,,,,,,,2020-01-10
2020,1,10,45,,,,,,,,,,,2020-01-10
2020,1,10,46,,,,,,,,,,,2020-01-10
2020,1,10,47,,,,,,,,,,,2020-01-10
2020,1,10,48,,,,,,,,,,,2020-01-10
2020,1,10,49,,,,,,,,,,,2020-01-10
2020,1,10,50,,,,,,,,,,,2020-01-10
2020,1,10,51,,,,,,,,,,,2020-01-10
2020,1,10,53,,,,,,,,,,,2020-01-10
2020,1,10,54,,,,,,,,,,,2020-01-10
2020,1,10,55,,,,,,,,,,,2020-01-10
2020,1,10,56,,,,,,,,,,,2020-01-10
2020,1,11,1,,,,,,,,,,,2020-01-11
2020,1,11,2,,,,,,,,,,,2020-01-11
2020,1,11,4,,,,,,,,,,,2020-01-11
2020,1,11,5,,,,,,,,,,,2020-01-11
2020,1,11,6,,,,,,,,,,,2020-01-11
2020,1,11,8,,,,,,,,,,,2020-01-11
2020,1,11,9,,,,,,,,,,,2020-01-11
2020,1,11,10,,,,,,,,,,,2020-01-11
2020,1,11,11,,,,,,,,,,,2020-01-11
2020,1,11,12,,,,,,,,,,,2020-01-11
2020,1,11,13,,,,,,,,,,,2020-01-11
2020,1,11,15,,,,,,,,,,,2020-01-11
2020,1,11,16,,,,,,,,,,,2020-01-11
2020,1,11,17,,,,,,,,,,,2020-01-11
2020,1,11,18,,,,,,,,,,,2020-01-11
2020,1,11,19,,,,,,,,,,,2020-01-11
2020,1,11,20,,,,,,,,,,,2020-01-11
2020,1,11,21,,,,,,,,,,,2020-01-11
2020,1,11,22,,,,,,,,,,,2020-01-11
2020,1,11,23,,,,,,,,,,,2020-01-11
2020,1,11,24,,,,,,,,,,,2020-01-11
2020,1,11,25,,,,,,,,,,,2020-01-11
2020,1,11,26,,,,,,,,,,,2020-01-11
2020,1,11,27,,,,,,,,,,,2020-01-11
2020,1,11,28,,,,,,,,,,,2020-01-11
2020,1,11,29,,,,,,,,,,,2020-01-11
2020,1,11,30,,,,,,,,,,,2020-01-11
2020,1,11,31,,,,,,,,,,,2020-01-11
2020,1,11,32,,,,,,,,,,,2020-01-11
2020,1,11,33,,,,,,,,,,,2020-01-11
2020,1,11,34,,,,,,,,,,,2020-01-11
2020,1,11,35,,,,,,,,,,,2020-01-11
2020,1,11,36,,,,,,,,,,,2020-01-11
2020,1,11,37,,,,,,,,,,,2020-01-11
2020,1,11,38,,,,,,,,,,,2020-01-11
2020,1,11,39,,,,,,,,,,,2020-01-11
2020,1,11,40,,,,,,,,,,,2020-01-11
2020,1,11,41,,,,,,,,,,,2020-01-11
2020,1,11,42,,,,,,,,,,,2020-01-11
2020,1,11,44,,,,,,,,,,,2020-01-11
2020,1,11,45,,,,,,,,,,,2020-01-11
2020,1,11,46,,,,,,,,,,,2020-01-11
2020,1,11,47,,,,,,,,,,,2020-01-11
2020,1,11,48,,,,,,,,,,,2020-01-11
2020,1,11,49,,,,,,,,,,,2020-01-11
2020,1,11,50,,,,,,,,,,,2020-01-11
2020,1,11,51,,,,,,,,,,,2020-01-11
2020,1,11,53,,,,,,,,,,,2020-01-11
2020,1,11,54,,,,,,,,,,,2020-01-11
2020,1,11,55,,,,,,,,,,,2020-01-11
2020,1,11,56,,,,,,,,,,,2020-01-11
2020,1,12,1,,,,,,,,,,,2020-01-12
2020,1,12,2,,,,,,,,,,,2020-01-12
2020,1,12,4,,,,,,,,,,,2020-01-12
2020,1,12,5,,,,,,,,,,,2020-01-12
2020,1,12,6,,,,,,,,,,,2020-01-12
2020,1,12,8,,,,,,,,,,,2020-01-12
2020,1,12,9,,,,,,,,,,,2020-01-12
2020,1,12,10,,,,,,,,,,,2020-01-12
2020,1,12,11,,,,,,,,,,,2020-01-12
2020,1,12,12,,,,,,,,,,,2020-01-12
2020,1,12,13,,,,,,,,,,,2020-01-12
2020,1,12,15,,,,,,,,,,,2020-01-12
2020,1,12,16,,,,,,,,,,,2020-01-12
2020,1,12,17,,,,,,,,,,,2020-01-12
2020,1,12,18,,,,,,,,,,,2020-01-12
2020,1,12,19,,,,,,,,,,,2020-01-12
2020,1,12,20,,,,,,,,,,,2020-01-12
2020,1,12,21,,,,,,,,,,,2020-01-12
2020,1,12,22,,,,,,,,,,,2020-01-12
2020,1,12,23,,,,,,,,,,,2020-01-12
2020,1,12,24,,,,,,,,,,,2020-01-12
2020,1,12,25,,,,,,,,,,,2020-01-12
2020,1,12,26,,,,,,,,,,,2020-01-12
2020,1,12,27,,,,,,,,,,,2020-01-12
2020,1,12,28,,,,,,,,,,,2020-01-12
2020,1,12,29,,,,,,,,,,,2020-01-12
2020,1,12,30,,,,,,,,,,,2020-01-12
2020,1,12,31,,,,,,,,,,,2020-01-12
2020,1,12,32,,,,,,,,,,,2020-01-12
2020,1,12,33,,,,,,,,,,,2020-01-12
2020,1,12,34,,,,,,,,,,,2020-01-12
2020,1,12,35,,,,,,,,,,,2020-01-12
2020,1,12,36,,,,,,,,,,,2020-01-12
2020,1,12,37,,,,,,,,,,,2020-01-12
2020,1,12,38,,,,,,,,,,,2020-01-12
2020,1,12,39,,,,,,,,,,,2020-01-12
2020,1,12,40,,,,,,,,,,,2020-01-12
2020,1,12,41,,,,,,,,,,,2020-01-12
2020,1,12,42,,,,,,,,,,,2020-01-12
2020,1,12,44,,,,,,,,,,,2020-01-12
2020,1,12,45,,,,,,,,,,,2020-01-12
2020,1,12,46,,,,,,,,,,,2020-01-12
2020,1,12,47,,,,,,,,,,,2020-01-12
2020,1,12,48,,,,,,,,,,,2020-01-12
2020,1,12,49,,,,,,,,,,,2020-01-12
2020,1,12,50,,,,,,,,,,,2020-01-12
2020,1,12,51,,,,,,,,,,,2020-01-12
2020,1,12,53,,,,,,,,,,,2020-01-12
2020,1,12,54,,,,,,,,,,,2020-01-12
2020,1,12,55,,,,,,,,,,,2020-01-12
2020,1,12,56,,,,,,,,,,,2020-01-12
2020,1,13,1,-0.0177,0.054,0.00931,0.00645,0.0143,0.00286,0.0223,-0.000818,0.0105,0.00869,2020-01-13
2020,1,13,2,0.0257,0.129,0.00159,-0.0826,-0.0159,0.181,0.0819,0.0348,,-0.0628,2020-01-13
2020,1,13,4,-0.0118,-0.0591,-0.00856,-0.0119,0.00483,-0.00933,0.0152,-0.0232,-0.00738,-0.000207,2020-01-13
2020,1,13,5,-0.015,-0.0763,-0.0285,-0.0546,0.0102,-0.0716,0.0202,-0.126,-0.0458,-0.011,2020-01-13
2020,1,13,6,0.00178,0.042,0.000388,0.00197,0.00484,-0.0247,0.00485,0.00303,-0.00559,-0.00312,2020-01-13
2020,1,13,8,0.00508,0.00109,0.00842,0.00726,0.00462,-0.0313,-0.00407,0.0158,0.0233,-0.00223,2020-01-13
2020,1,13,9,-0.00973,0.0389,0.00565,-0.0487,-0.0041,0.00338,0.0107,0.0031,0.0374,0.00567,2020-01-13
2020,1,13,10,0.0505,0.29,0.0205,0.0402,-0.00826,0.0533,0.00501,0.0302,0.0376,0.0151,2020-01-13
2020,1,13,11,0.022,0.0263,-0.00445,0.00682,0.00941,-0.0996,-0.0476,0.00253,0.0241,-0.0535,2020-01-13
2020,1,13,12,-0.00189,-0.0414,0.00208,-0.00381,0.0103,-0.000196,0.0258,0.00108,0.0042,0.00158,2020-01-13
2020,1,13,13,-0.00649,0.0732,0.00798,0.0173,0.0169,0.00655,0.0245,0.0151,0.0194,0.000121,2020-01-13
2020,1,13,15,-0.0274,-0.0503,-0.0055,0.00242,-0.0127,0.00989,0.022,-0.0102,0.0572,-0.00272,2020-01-13
2020,1,13,16,-0.018,-0.00878,0.00167,0.00779,0.00476,0.0247,0.0567,-0.00394,-0.012,0.00373,2020-01-13
2020,1,13,17,-0.0334,0.0722,0.00282,-0.0114,-0.00747,-0.045,0.00317,0.00244,0.0112,0.00125,2020-01-13
2020,1,13,18,0.0676,0.177,0.0208,0.0302,0.0167,0.00698,0.00768,0.0276,0.0262,0.0186,2020-01-13
2020,1,13,19,-0.0717,-0.136,-0.0281,-0.0495,0.0156,-0.114,-0.00568,-0.0301,-0.0136,-0.03,2020-01-13
2020,1,13,20,-0.0228,0.0532,-0.00833,-0.0533,0.00513,0.0189,-0.0337,-0.031,-0.0372,0.00703,2020-01-13
2020,1,13,21,0.02,0.0781,0.00435,0.0275,-0.00807,0.0294,-0.0109,0.0213,0.00432,0.00245,2020-01-13
2020,1,13,22,0.0227,0.121,-0.00476,-0.0189,0.00382,-0.00999,0.0266,-0.0454,0.0119,-0.00727,2020-01-13
2020,1,13,23,0.00676,0.0176,0.00713,-0.00945,0.00351,0.084,-0.0124,0.00842,0.00291,0.00819,2020-01-13
2020,1,13,24,0.0184,0.0267,0.0095,0.0154,-0.0137,-0.0219,0.0139,0.0111,-0.00276,0.00959,2020-01-13
2020,1,13,25,0.00773,-0.0168,0.00711,-0.00614,-0.0111,-0.0338,0.0273,0.00767,-0.0292,0.0123,2020-01-13
2020,1,13,26,-0.0511,-0.0288,0.000296,-0.0454,0.0221,-0.0738,0.0342,0.014,-0.00539,-0.00024,2020-01-13
2020,1,13,27,-0.029,0.0108,-0.0112,-0.0216,0.0151,-0.014,0.022,-0.0116,-0.0441,-0.00847,2020-01-13
2020,1,13,28,-0.0164,-0.0912,0.00582,-0.000984,-0.00995,-0.00566,0.0639,0.0244,0.00257,0.0119,2020-01-13
2020,1,13,29,0.0515,0.102,0.0291,0.0000485,-0.016,0.00295,0.0377,0.0196,0.038,0.0283,2020-01-13
2020,1,13,30,-0.00681,-0.147,-0.011,-0.086,-0.0269,0.236,-0.0331,0.0879,-0.0154,-0.00358,2020-01-13
2020,1,13,31,-0.00177,0.0492,0.00794,0.01,0.0101,-0.0247,0.0537,-0.000802,-0.00252,0.0134,2020-01-13
2020,1,13,32,0.000316,-0.0964,-0.0159,-0.0563,0.00211,0.0516,-0.00828,-0.0155,-0.00624,-0.0173,2020-01-13
2020,1,13,33,-0.00772,-0.0149,0.00269,0.00532,0.00224,0.0256,0.000139,0.0056,-0.00207,-0.00106,2020-01-13
2020,1,13,34,0.00448,-0.0129,-0.00208,0.00208,-0.0159,0.000696,0.0269,-0.00533,-0.000122,0.00317,2020-01-13
2020,1,13,35,0.0243,-0.00873,-0.008,0.00239,-0.0375,0.0101,-0.0071,0.0258,-0.0012,-0.0149,2020-01-13
2020,1,13,36,-0.0105,-0.019,-0.00803,-0.0186,-0.0124,0.00887,-0.0326,-0.0151,-0.00864,-0.0014,2020-01-13
2020,1,13,37,-0.00235,0.00814,0.00332,0.00701,-0.0111,-0.00997,0.0138,-0.00047,0.00296,0.00618,2020-01-13
2020,1,13,38,-0.0164,0.0137,-0.00847,-0.021,0.00958,-0.0325,0.0445,-0.0122,0.00507,-0.0108,2020-01-13
2020,1,13,39,0.0274,0.0315,0.0184,0.0304,0.00765,-0.00483,0.0141,0.00877,0.0278,0.0148,2020-01-13
2020,1,13,40,-0.0216,-0.0421,0.00151,-0.0321,0.00501,0.00384,0.00632,0.00363,0.00242,0.000307,2020-01-13
2020,1,13,41,0.0139,-0.0434,0.00396,0.0134,0.0533,0.0243,0.0201,0.0137,-0.0512,0.00969,2020-01-13
2020,1,13,42,0.014,-0.0361,-0.00654,-0.000376,-0.0215,-0.0174,-0.0012,-0.0165,-0.00427,0.000783,2020-01-13
2020,1,13,44,0.0639,-0.157,0.0024,-0.0394,-0.000556,0.000741,-0.00305,-0.0579,0.0877,0.0267,2020-01-13
2020,1,13,45,0.0000166,0.028,0.00249,-0.00787,0.000566,0.00479,0.00782,-0.00836,0.00523,0.00335,2020-01-13
2020,1,13,46,-0.0279,0.0155,-0.00341,0.00611,-0.0111,0.0136,0.0656,0.0465,-0.0155,-0.00856,2020-01-13
2020,1,13,47,-0.0188,0.0093,0.00118,0.00142,-0.00117,0.0186,0.0116,-0.00551,0.00263,0.00162,2020-01-13
2020,1,13,48,-0.0146,-0.0567,-0.00222,0.00168,0.00357,-0.007,0.01,0.00262,0.00473,-0.00826,2020-01-13
2020,1,13,49,-0.0223,-0.0475,-0.012,0.00474,0.0129,-0.0315,0.00969,-0.00184,-0.00256,-0.0183,2020-01-13
2020,1,13,50,0.0569,0.0712,0.0292,0.0369,-0.0139,0.132,0.0018,0.0127,0.341,0.0142,2020-01-13
2020,1,13,51,0.0286,0.0686,0.00404,0.0357,-0.0235,0.0172,0.00789,0.0138,-0.0000499,-0.00595,2020-01-13
2020,1,13,53,-0.0327,0.0197,0.00702,0.00617,0.0685,0.0142,0.0125,0.0132,0.00948,0.00103,2020-01-13
2020,1,13,54,0.0232,0.0848,-0.0059,0.0247,-0.0147,-0.0536,-0.0156,0.0105,-0.0146,0.0041,2020-01-13
2020,1,13,55,-0.0768,-0.0775,-0.0223,-0.0495,0.0318,-0.0807,-0.0124,-0.0301,-0.0125,-0.0213,2020-01-13
2020,1,13,56,0.0182,0.145,-0.000938,0.0383,0.00796,0.0262,-0.0603,-0.0264,0.0583,-0.00221,2020-01-13
2020,1,14,1,-0.00885,0.0726,0.0102,0.00864,0.00679,0.0026,0.0157,0.00159,0.012,0.00933,2020-01-14
2020,1,14,2,0.0146,0.105,-0.00163,-0.0827,-0.0183,0.145,0.0589,0.027,,-0.0574,2020-01-14
2020,1,14,4,-0.00998,-0.0452,-0.00472,-0.0134,-0.0000273,-0.00536,0.0203,-0.0163,-0.0046,0.00214,2020-01-14
2020,1,14,5,-0.00774,-0.0409,-0.0197,-0.0406,0.00744,-0.0593,0.0234,-0.103,-0.0323,-0.00615,2020-01-14
2020,1,14,6,0.00295,0.0346,0.00251,0.00108,0.00171,-0.0139,0.00586,0.00521,-0.0017,-0.00144,2020-01-14
2020,1,14,8,0.00749,0.0128,0.00918,0.00787,-0.000899,-0.0241,-0.00108,0.0178,0.0218,-0.00228,2020-01-14
2020,1,14,9,-0.0117,0.0312,0.00683,-0.0486,-0.00187,0.00893,0.0184,0.0029,0.0419,0.00959,2020-01-14
2020,1,14,10,0.0355,0.227,0.0228,0.036,-0.0106,0.0622,0.00604,0.0344,0.0492,0.0164,2020-01-14
2020,1,14,11,0.0349,0.0298,0.00138,-0.00193,0.000427,-0.0736,-0.0456,0.00695,0.0278,-0.0406,2020-01-14
2020,1,14,12,0.00247,-0.0127,0.00607,-0.00342,0.00713,0.00453,0.0276,0.00601,0.00789,0.00543,2020-01-14
2020,1,14,13,-0.00145,0.0901,0.0079,0.0137,0.0103,0.00598,0.0193,0.0144,0.0179,0.000996,2020-01-14
2020,1,14,15,-0.0227,-0.0393,-0.000298,0.012,-0.0107,0.0177,0.0171,-0.00419,0.0507,0.0024,2020-01-14
2020,1,14,16,-0.0147,-0.00607,0.00355,0.00718,0.00294,0.0213,0.0459,-0.00166,-0.0036,0.00431,2020-01-14
2020,1,14,17,-0.0307,0.0828,0.00386,-0.0131,-0.00949,-0.0371,0.00305,0.00461,0.0121,0.00183,2020-01-14
2020,1,14,18,0.0611,0.157,0.0203,0.0303,0.0102,0.0175,0.0129,0.0255,0.0255,0.0185,2020-01-14
